sample_id,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt
246958,1424780188730,291371741483066,0.28967285,-0.14089966,-1.8439636,f,lgwatch,lgwatch_1,stairsup
16616,1424787271380,298454390916525,0.029403687,0.033935547,-0.0056762695,e,lgwatch,lgwatch_1,stand
34768,1424779140020,290323031601969,-0.026977539,-0.008224487,-0.003982544,f,lgwatch,lgwatch_1,stand
434908,1424789338741,300521754247253,0.6873627,0.29241943,-1.0214539,e,lgwatch,lgwatch_1,bike
303802,1424786148098,297331109486025,1.477768,0.02432251,0.6725769,b,lgwatch,lgwatch_1,stairsdown
23737,1424698256789,125341557702299,0.43759155,-0.16799927,-0.49275208,a,lgwatch,lgwatch_2,bike
71496,1424696986959,208170568178782,0.013427734,0.028320313,0.00074768066,a,lgwatch,lgwatch_1,sit
45259,1424789263078,17261247897000,-0.9576728,0.022903185,-0.26631612,e,gear,gear_1,bike
24922,1424780503343,15030952546000,-0.8423579,0.31718248,1.5329156,f,gear,gear_1,stairsup
140767,1424694271579,205455188899186,-0.7689667,0.42285156,-0.8721924,c,lgwatch,lgwatch_1,walk
25689,1424698275577,125358606896290,0.11715698,-0.13275146,-0.36351013,a,lgwatch,lgwatch_2,bike
144150,1424782388535,293571546662169,-0.17182922,-0.2528839,-0.37583923,d,lgwatch,lgwatch_1,walk
288391,1424780393895,291576906321645,-0.14932251,0.2617798,0.21643066,f,lgwatch,lgwatch_1,stairsup
278123,1424698006903,209190512264449,1.3317108,0.6069946,-1.691452,a,lgwatch,lgwatch_1,stairsdown
298787,1424783151198,294334209349352,1.8052521,0.766098,1.0180511,d,lgwatch,lgwatch_1,stairsup
301275,1424698121354,209304964275323,0.9803009,0.128479,-0.9394989,a,lgwatch,lgwatch_1,stairsdown
203860,1424785654895,296837906057608,0.4651947,-0.48410034,-0.9178467,b,lgwatch,lgwatch_1,walk
271603,1424783016976,294199987386060,1.118454,-0.5060272,0.7830658,d,lgwatch,lgwatch_1,stairsdown
183923,1424788096820,299279830825289,0.7386322,-0.09957886,0.37243652,e,lgwatch,lgwatch_1,walk
85610,1424697056606,208240215361244,0.013427734,0.008026123,-0.012069702,a,lgwatch,lgwatch_1,sit
193050,1424782629599,293812610350286,0.7275238,0.1337738,0.7841339,d,lgwatch,lgwatch_1,walk
164946,1424779782487,290965498328273,1.7316284,0.47433472,-2.7700195,f,lgwatch,lgwatch_1,walk
49254,1424789425221,216511253682317,-0.5799103,-0.32206726,-1.4209137,e,lgwatch,lgwatch_2,bike
238614,1424697811685,208995293826185,1.1586761,1.2083435,0.90834045,a,lgwatch,lgwatch_1,stairsdown
52823,1424696894795,208078404171906,0.051879883,0.036865234,0.0028839111,a,lgwatch,lgwatch_1,stand
50369,1424789430390,216516838765325,-0.3299713,-0.41072083,-0.25346375,e,lgwatch,lgwatch_2,bike
441282,1424786827331,298010341981550,-0.49717712,0.22085571,0.23464966,b,lgwatch,lgwatch_1,bike
12652,1424777765505,288948516254801,0.90701294,0.030639648,0.003036499,i,lgwatch,lgwatch_1,stairsdown
13682,1424694534415,27350419693000,6.9279475,-0.25379926,-0.79894835,c,gear,gear_1,walk
104877,1424782194877,293377887808263,-0.024429321,0.007736206,0.0022735596,d,lgwatch,lgwatch_1,sit
39220,1424779161998,290345009405960,0.086242676,0.035568237,0.008834839,f,lgwatch,lgwatch_1,stand
184152,1424782585731,293768742623280,-0.024429321,-0.13005066,-1.3200531,d,lgwatch,lgwatch_1,walk
231369,1424788331230,299514243708367,-0.4469757,-0.63150024,0.92678833,e,lgwatch,lgwatch_1,stairsup
438827,1424781138787,292321798302437,0.272583,0.32479858,0.18545532,f,lgwatch,lgwatch_1,bike
6297,1424699846513,666325276000,0.93849796,0.8423579,0.973918,h,gear,gear_1,walk
146162,1424787910552,299093563078371,-0.19062805,-0.1871643,0.265625,e,lgwatch,lgwatch_1,walk
149661,1424787927808,299110819492739,0.6606598,0.021118164,0.57003784,e,lgwatch,lgwatch_1,walk
217882,1424697709292,208892901022310,-0.41893005,-0.18341064,-2.2714386,a,lgwatch,lgwatch_1,stairsdown
353482,1424698379737,209563346784451,0.3981781,0.06225586,-0.18754578,a,lgwatch,lgwatch_1,bike
35846,1424693754208,204937816771312,-0.5756378,0.3480835,-0.050811768,c,lgwatch,lgwatch_1,stand
88044,1424694011663,205195272369012,0.071640015,-0.23083496,0.00579834,c,lgwatch,lgwatch_1,sit
162623,1424697436508,208620116499252,0.23582458,-0.32226563,-1.0003815,a,lgwatch,lgwatch_1,walk
10735,1424697015201,123976853856608,0.0079956055,-0.027313232,0.08239746,a,lgwatch,lgwatch_2,sit
31737,1424789116460,216197749318288,0.34080505,0.26860046,0.29127502,e,lgwatch,lgwatch_2,bike
3673,1424781695036,292878047415511,0.07923889,-0.05381775,-0.010818481,d,lgwatch,lgwatch_1,stand
220352,1424694663894,205847502947363,0.7776642,0.361969,-0.11917114,c,lgwatch,lgwatch_1,stairsup
41425,1424781881693,293064704157489,-0.015823364,-0.027114868,0.0019989014,d,lgwatch,lgwatch_1,stand
9101,1424779697732,206784213905260,0.11517334,-0.29244995,-0.68408203,f,lgwatch,lgwatch_2,walk
9512,1424782476406,209562965126914,-0.5142975,0.11399841,-0.27044678,d,lgwatch,lgwatch_2,walk
16806,1424782574763,15700536740000,-0.4282363,0.07084008,0.18961707,d,gear,gear_1,walk
96590,1424697110779,208294388196956,0.008087158,0.014434814,0.0135650635,a,lgwatch,lgwatch_1,sit
21374,1424688067419,25785966738000,1.4048175,-0.20026971,-1.1917646,g,gear,gear_1,stairsdown
319593,1424788767650,299950661514568,2.8855438,-0.90493774,1.7844849,e,lgwatch,lgwatch_1,stairsdown
34884,1424788777687,17144969894000,0.9579391,0.004261058,-0.664725,e,gear,gear_1,stairsdown
89650,1424782119764,293302774826137,0.008682251,0.0034637451,-0.00093078613,d,lgwatch,lgwatch_1,sit
352351,1424695315211,206498819813294,-0.42503357,0.26904297,-0.36376953,c,lgwatch,lgwatch_1,bike
184916,1424782589498,293772509246067,-0.4719696,0.2662201,0.571579,d,lgwatch,lgwatch_1,walk
262847,1424780267424,291450437108150,1.1281433,0.62493896,-1.5128479,f,lgwatch,lgwatch_1,stairsup
84982,1424693996566,205180175383075,7.6293945e-05,0.029785156,0.0036621094,c,lgwatch,lgwatch_1,sit
232083,1424782822047,294005058493466,1.5531769,-0.70469666,0.86531067,d,lgwatch,lgwatch_1,stairsdown
7847,1424780199993,14851431414000,2.1313279,-1.27379,0.75394094,f,gear,gear_1,stairsdown
26059,1424783026299,15817514081000,-3.6650424,-0.52144694,-1.2546152,d,gear,gear_1,stairsdown
29627,1424698455444,125465429985890,0.6800537,-0.090026855,-0.09114075,a,lgwatch,lgwatch_2,bike
258230,1424788464115,299647126240081,-3.127945,-0.5652771,-1.3162537,e,lgwatch,lgwatch_1,stairsup
263597,1424780271139,291454150444016,0.6517639,0.008636475,-1.0791931,f,lgwatch,lgwatch_1,stairsup
224706,1424788298273,299481286500260,0.8347626,1.5923157,-0.17443848,e,lgwatch,lgwatch_1,stairsdown
435,1424696652077,1580352883000,0.09187906,-0.049002163,-0.5928197,a,gear,gear_2,stand
14790,1424697501790,28125920549000,0.19228023,-0.082025364,0.23196134,a,gear,gear_1,walk
24781,1424778384793,205464365162248,0.34371948,0.0038757324,-0.09034729,i,lgwatch,lgwatch_2,bike
255633,1424694837875,206021484691941,0.26176453,-0.19024658,0.2760315,c,lgwatch,lgwatch_1,stairsdown
119513,1424694166812,205350421025858,0.057754517,-0.031097412,0.020751953,c,lgwatch,lgwatch_1,sit
186028,1424697552018,208735627847161,0.33622742,0.15197754,-1.4842377,a,lgwatch,lgwatch_1,walk
47734,1424784884586,296067596795413,0.01940918,0.014709473,0.009002686,b,lgwatch,lgwatch_1,stand
38203,1424784837532,296020543310456,-0.14401245,-0.1722107,0.02822876,b,lgwatch,lgwatch_1,stand
209155,1424697666198,208849806722164,-2.578659,-1.085968,-3.5296783,a,lgwatch,lgwatch_1,stairsup
341926,1424695263685,206447294355048,0.24894714,0.1098938,0.16708374,c,lgwatch,lgwatch_1,bike
115669,1424782248103,293431113920682,0.0012054443,-0.008285522,-0.00093078613,d,lgwatch,lgwatch_1,sit
232531,1424788336981,299519992029900,-2.8181915,-2.2678528,-2.8810425,e,lgwatch,lgwatch_1,stairsup
274039,1424780322835,291505846773423,-2.435089,-1.1652222,2.0429077,f,lgwatch,lgwatch_1,stairsdown
369557,1424698459449,209643057603061,-0.20957947,-0.118255615,0.074142456,a,lgwatch,lgwatch_1,bike
162863,1424694380500,205564109394731,1.0778046,-0.016143799,1.142273,c,lgwatch,lgwatch_1,walk
268153,1424785972057,297155068330719,-0.15751648,-0.7767639,0.43545532,b,lgwatch,lgwatch_1,stairsup
273700,1424780321157,291504168245591,-0.7731018,0.08874512,-0.35287476,f,lgwatch,lgwatch_1,stairsdown
21727,1424785781645,16448459011000,-1.0495518,-0.68869346,-2.324407,b,gear,gear_1,stairsup
76750,1424700547334,1367146327000,0.021038974,-0.65194184,-0.22716765,h,gear,gear_1,stairsdown
3348,1424696826622,27967112287000,0.11371698,0.00958738,-0.047404267,a,gear,gear_1,stand
152040,1424782427428,293610439233061,-1.2666473,-0.007217407,-0.06074524,d,lgwatch,lgwatch_1,walk
20949,1424782766251,15752977037000,-0.21012342,-0.520648,-0.8969527,d,gear,gear_1,stairsup
153150,1424785404775,296587788457751,-2.4998932,-0.053649902,2.165802,b,lgwatch,lgwatch_1,walk
19835,1424780408997,14977480145000,-0.35579833,-0.2428803,-0.2034655,f,gear,gear_1,stairsup
98573,1424779454916,290637926894048,-0.044387817,-0.0031738281,-0.0042266846,f,lgwatch,lgwatch_1,sit
24846,1424698260363,125347089531788,0.56362915,0.10757446,0.10005188,a,lgwatch,lgwatch_2,bike
34488,1424784819190,296002200955235,0.092041016,0.03286743,-0.0038146973,b,lgwatch,lgwatch_1,stand
168303,1424779799092,290982105078978,-0.5690918,-0.08856201,-0.11148071,f,lgwatch,lgwatch_1,walk
417282,1424789251264,300434274739614,0.47694397,-0.26193237,-0.15948486,e,lgwatch,lgwatch_1,bike
19483,1424784745095,295928106132414,0.02154541,-0.032287598,-0.0016784668,b,lgwatch,lgwatch_1,stand
245291,1424788400103,299583114416866,0.98002625,0.93862915,0.7003479,e,lgwatch,lgwatch_1,stairsdown
6881,1424697020836,28015298678000,0.061519023,0.031158986,-0.08735169,a,gear,gear_1,sit
350516,1424698365037,209548645797404,0.33729553,0.06225586,-0.22492981,a,lgwatch,lgwatch_1,bike
20953,1424693680751,204864359836942,-0.0074005127,0.008422852,-0.012359619,c,lgwatch,lgwatch_1,stand
415837,1424781024741,292207752072014,0.8450928,-0.04156494,0.48345947,f,lgwatch,lgwatch_1,bike
6820,1424782091540,15568954411000,0.03914847,-0.026897928,-0.072171666,d,gear,gear_1,sit
423886,1424781064663,292247674106904,0.70410156,0.020385742,0.52404785,f,lgwatch,lgwatch_1,bike
328230,1424786268747,297451758207708,-0.42347717,0.25930786,-0.28018188,b,lgwatch,lgwatch_1,stairsdown
12479,1424779029948,290212959550761,0.09585571,-0.008224487,0.050491333,f,lgwatch,lgwatch_1,stand
365352,1424698438592,209622201255343,0.24116516,-0.1449585,-0.2238617,a,lgwatch,lgwatch_1,bike
23041,1424688172436,25810647372000,1.1792477,0.3254383,-0.44022053,g,gear,gear_1,stairsdown
47038,1424696866236,208049847581339,-0.010070801,-0.014404297,-0.031295776,a,lgwatch,lgwatch_1,stand
54510,1424784918037,296101048438306,-0.02758789,-0.035491943,-0.019836426,b,lgwatch,lgwatch_1,stand
417442,1424786709470,297892481008283,0.035812378,-0.0034484863,-0.12850952,b,lgwatch,lgwatch_1,bike
347841,1424783393977,294576988056747,-0.9291229,-0.3212433,0.69441223,d,lgwatch,lgwatch_1,bike
280401,1424783060403,294243414019361,-1.2057648,0.7639618,0.49360657,d,lgwatch,lgwatch_1,stairsup
1909,1424687055692,113958350444574,0.06590271,7.6293945e-05,-0.000289917,g,lgwatch,lgwatch_2,stand
57049,1424696915654,208099263175744,-0.12542725,-0.019744873,0.054153442,a,lgwatch,lgwatch_1,stand
225079,1424782787516,293970527444591,-0.41215515,0.2032013,-0.633255,d,lgwatch,lgwatch_1,stairsup
245611,1424788401687,299584697546749,-0.31987,0.61712646,-0.95736694,e,lgwatch,lgwatch_1,stairsdown
20618,1424688135674,115214315036968,0.069107056,-0.41114807,-0.12312317,g,lgwatch,lgwatch_2,stairsup
1714,1424699582064,210765558284057,0.114471436,-0.030456543,0.0,h,lgwatch,lgwatch_1,stand
318617,1424786221268,297404279553275,-1.0664825,-0.6005249,1.5217285,b,lgwatch,lgwatch_1,stairsup
357261,1424698398473,209582081945342,0.3287506,0.1210022,-0.41612244,a,lgwatch,lgwatch_1,bike
60854,1424693877571,205061179481159,0.31410217,-0.10479736,0.00045776367,c,lgwatch,lgwatch_1,stand
6583,1424777705475,288697116122708,-0.7079773,0.35855103,1.0722198,i,lgwatch,lgwatch_1,stairsup
450442,1424789415897,300598908310495,-0.093429565,0.17599487,-0.04626465,e,lgwatch,lgwatch_1,bike
295403,1424788648013,299831024605417,1.6390533,0.10122681,0.48672485,e,lgwatch,lgwatch_1,stairsup
284643,1424786053467,297236478305530,0.3113861,0.53915405,-3.1940002,b,lgwatch,lgwatch_1,stairsdown
351904,1424783414165,294597176475167,-0.1846466,0.016281128,-0.012680054,d,lgwatch,lgwatch_1,bike
7248,1424697423000,1701257052000,0.525708,0.871919,0.57577544,a,gear,gear_2,walk
413605,1424781013673,292196683809898,0.2576294,0.20089722,0.07757568,f,lgwatch,lgwatch_1,bike
86404,1424779394863,290577874441179,0.011154175,-0.0042419434,0.0021820068,f,lgwatch,lgwatch_1,sit
92118,1424697088715,208272324212065,0.013427734,0.0101623535,0.008224487,a,lgwatch,lgwatch_1,sit
271863,1424783018260,294201270863843,-1.5806732,0.28971863,-1.9748077,d,lgwatch,lgwatch_1,stairsdown
167268,1424782502494,293685505468102,0.4754486,0.26515198,1.0661163,d,lgwatch,lgwatch_1,walk
23820,1424698256808,125341971764799,0.062683105,-0.5332947,-0.18513489,a,lgwatch,lgwatch_2,bike
107741,1424694108776,205292384751776,-0.09712219,0.08105469,-0.025177002,c,lgwatch,lgwatch_1,sit
5082,1424788683494,1745743889000,-4.991563,-1.8266622,1.5952336,e,gear,gear_2,stairsdown
49482,1424784893216,296076226969196,-0.030792236,-0.01626587,-0.06576538,b,lgwatch,lgwatch_1,stand
353129,1424695319057,206502666587021,0.24467468,0.24020386,0.010070801,c,lgwatch,lgwatch_1,bike
321003,1424698218904,209402512813431,-1.1740875,-0.55511475,-0.8059845,a,lgwatch,lgwatch_1,bike
192694,1424694527543,205711153932027,0.5405426,-0.444458,0.95321655,c,lgwatch,lgwatch_1,walk
7553,1424787603022,16845210334000,0.03089267,-0.041279,-0.075101145,e,gear,gear_1,sit
295536,1424695034741,206218349925650,0.12611389,-0.1699524,0.2973938,c,lgwatch,lgwatch_1,stairsup
38939,1424784841166,296024177001416,0.0012512207,-0.017333984,0.00045776367,b,lgwatch,lgwatch_1,stand
235565,1424782839215,294022226219756,4.157242,-1.7941742,2.221817,d,lgwatch,lgwatch_1,stairsdown
13376,1424687622240,25677815180000,1.7190706,-0.1834918,-0.9552759,g,gear,gear_1,walk
48575,1424784888738,296071749169681,0.03543091,-0.005584717,0.020751953,b,lgwatch,lgwatch_1,stand
310070,1424788720558,299903568918206,-2.0950775,-0.5300293,0.4205017,e,lgwatch,lgwatch_1,stairsup
41598,1424693782578,204966186584042,0.13465881,-0.028961182,0.11795044,c,lgwatch,lgwatch_1,stand
298078,1424780441850,291624862175748,0.7617798,0.36431885,0.083984375,f,lgwatch,lgwatch_1,stairsdown
410797,1424789219096,300402107290535,0.018722534,0.0050964355,-0.049468994,e,lgwatch,lgwatch_1,bike
216428,1424782744861,293927874196191,0.71684265,-0.38212585,0.18171692,d,lgwatch,lgwatch_1,stairsdown
190912,1424694518761,205702369996480,-1.7259979,3.1497498,-2.694397,c,lgwatch,lgwatch_1,walk
49556,1424789426209,216512766469182,-0.37483215,0.30171204,0.8766022,e,lgwatch,lgwatch_2,bike
239977,1424694760903,205944274461908,0.17951965,0.27972412,-0.34240723,c,lgwatch,lgwatch_1,stairsdown
154034,1424694336976,205520585451227,0.8054352,3.087799,0.4522705,c,lgwatch,lgwatch_1,walk
299148,1424695052562,206236171515752,0.83961487,-0.23724365,-0.29327393,c,lgwatch,lgwatch_1,stairsup
196755,1424779939936,291122946503498,-0.10873413,-0.036224365,-0.40307617,f,lgwatch,lgwatch_1,walk
233079,1424780119949,291302959711778,-0.46975708,0.13574219,0.4717102,f,lgwatch,lgwatch_1,stairsdown
246283,1424785864122,297047133162938,0.7172699,0.927948,0.12997437,b,lgwatch,lgwatch_1,stairsup
437761,1424789352911,300535921770195,-0.14042664,-0.11880493,-0.3869934,e,lgwatch,lgwatch_1,bike
12891,1424782380185,15649027493000,0.1635181,-0.8679242,-1.8311896,d,gear,gear_1,walk
36034,1424786605785,16611315663000,0.5613944,-0.18695392,-0.4032026,b,gear,gear_1,bike
14882,1424780055338,206960415253753,2.224701,0.1251831,0.81448364,f,lgwatch,lgwatch_2,stairsup
315078,1424780525987,291708998438250,1.4069214,0.25857544,0.14059448,f,lgwatch,lgwatch_1,stairsup
8487,1424694184438,27274438561000,0.027696876,-0.040746365,-0.09427591,c,gear,gear_1,sit
36786,1424688856652,115943381206809,-0.20967102,0.09300232,-0.11564636,g,lgwatch,lgwatch_2,bike
232626,1424788337450,299520461909051,3.4356232,1.8785706,2.7981262,e,lgwatch,lgwatch_1,stairsup
97726,1424785131316,296314327276120,-0.011932373,-0.0049743652,-0.0052948,b,lgwatch,lgwatch_1,sit
372345,1424695414174,206597783481208,0.26283264,0.2775879,0.05065918,c,lgwatch,lgwatch_1,bike
238514,1424697811191,208994799777113,-0.11665344,-0.36712646,-1.6946564,a,lgwatch,lgwatch_1,stairsdown
345975,1424695283692,206467300833881,-0.06828308,0.27972412,-0.32852173,c,lgwatch,lgwatch_1,bike
60875,1424700389420,1209232014000,-0.30466563,0.54435015,0.53076804,h,gear,gear_1,stairsdown
391945,1424789125683,300308694108402,-1.7116241,-1.695343,1.3711243,e,lgwatch,lgwatch_1,bike
169133,1424785483624,296666635128098,1.3901825,-0.111328125,-1.9432373,b,lgwatch,lgwatch_1,walk
7949,1424694738563,1120574509000,-4.5851645,-0.79042625,0.0039947415,c,gear,gear_2,stairsdown
282666,1424788585003,299768014710796,2.7627106,0.18667603,-0.40301514,e,lgwatch,lgwatch_1,stairsdown
98900,1424697122176,208305785191441,0.0016784668,0.009094238,0.0018157959,a,lgwatch,lgwatch_1,sit
276631,1424694941483,206125067287804,0.72532654,-0.07702637,0.29312134,c,lgwatch,lgwatch_1,stairsup
330059,1424786277781,297460792021575,0.035812378,-0.65393066,3.7167053,b,lgwatch,lgwatch_1,stairsdown
22500,1424779079444,290262454463027,-0.028045654,0.0035247803,-0.13642883,f,lgwatch,lgwatch_1,stand
3704,1424784667170,295850181613094,-0.0051574707,0.025390625,-0.09674072,b,lgwatch,lgwatch_1,stand
260092,1424780253782,291436795428825,0.92626953,0.54696655,0.96624756,f,lgwatch,lgwatch_1,stairsdown
150904,1424785393697,296576708203243,0.11164856,0.1428833,0.5956726,b,lgwatch,lgwatch_1,walk
18838,1424694976059,122061153860670,2.759079,0.36584473,1.3316193,c,lgwatch,lgwatch_2,stairsdown
27135,1424693711244,204894852727937,-0.015945435,0.005218506,-0.015563965,c,lgwatch,lgwatch_1,stand
7569,1424777680487,204679039923402,-0.41784668,0.5966797,0.7075348,i,lgwatch,lgwatch_2,stairsdown
25208,1424781078498,208159777231527,0.07458496,0.7137146,-0.4928894,f,lgwatch,lgwatch_2,bike
116768,1424782253523,293436534278666,-0.026565552,0.0002593994,0.014022827,d,lgwatch,lgwatch_1,sit
247389,1424785869579,297052590207166,-0.5366974,-0.22561646,0.8701782,b,lgwatch,lgwatch_1,stairsup
304998,1424780476102,291659113586800,-1.0914001,0.25750732,1.1820068,f,lgwatch,lgwatch_1,stairsdown
289999,1424783107791,294290801608001,-0.5755768,0.11027527,-0.95796204,d,lgwatch,lgwatch_1,stairsdown
13160,1424779816020,206899138764495,-0.2672119,-0.13116455,-0.11264038,f,lgwatch,lgwatch_2,walk
11081,1424779023042,290206053440885,-0.4809265,-0.09901428,-0.18769836,f,lgwatch,lgwatch_1,stand
320405,1424783258017,294441027966720,-0.0927887,0.13163757,-0.71977234,d,lgwatch,lgwatch_1,bike
362023,1424695363064,206546672823289,-0.12062073,0.3982849,-0.45776367,c,lgwatch,lgwatch_1,bike
28570,1424779109419,290292430633781,-0.07611084,0.007797241,0.06758118,f,lgwatch,lgwatch_1,stand
50941,1424779219852,290402863250467,-0.14981079,-0.10328674,0.026992798,f,lgwatch,lgwatch_1,stand
267121,1424780288587,291471598229575,0.411438,-0.027679443,4.437622,f,lgwatch,lgwatch_1,stairsup
271651,1424788530509,299713520274261,-0.88597107,-1.342865,0.9524231,e,lgwatch,lgwatch_1,stairsup
45316,1424789263650,17261818389000,0.6564692,0.03195793,0.59388494,e,gear,gear_1,bike
16672,1424697615064,124700660122992,-0.1477356,0.36819458,-0.04093933,a,lgwatch,lgwatch_2,walk
27464,1424696769589,207953197654651,0.020904541,0.016571045,-0.00032043457,a,lgwatch,lgwatch_1,stand
75858,1424785023406,296206417350939,-0.00090026855,0.0027618408,-0.003982544,b,lgwatch,lgwatch_1,sit
225248,1424788300956,299483967545937,0.61686707,0.25717163,0.13531494,e,lgwatch,lgwatch_1,stairsdown
205215,1424788201906,299384917297454,0.7674713,0.36505127,-0.921051,e,lgwatch,lgwatch_1,walk
411556,1424786680373,297863384265296,-0.579422,-0.23736572,-0.66256714,b,lgwatch,lgwatch_1,bike
233349,1424788341027,299524038294676,-0.9511261,-0.944458,-1.4989014,e,lgwatch,lgwatch_1,stairsup
440492,1424789366473,300549484348140,0.5495758,0.10549927,0.68325806,e,lgwatch,lgwatch_1,bike
380449,1424780849395,292032406077209,-0.004058838,0.25750732,-0.29412842,f,lgwatch,lgwatch_1,bike
48653,1424784889123,296072134301517,0.0055236816,0.065979004,0.016479492,b,lgwatch,lgwatch_1,stand
3448,1424694534385,1063879717000,1.5550197,0.5456817,1.1677961,c,gear,gear_2,walk
175077,1424779832614,291015624988888,0.5385437,-0.35772705,-0.6284485,f,lgwatch,lgwatch_1,walk
254599,1424694832776,206016385021531,-2.3604584,-0.5630188,5.572815,c,lgwatch,lgwatch_1,stairsup
8767,1424780224575,14861836952000,0.11717909,0.30626354,0.69774824,f,gear,gear_1,stairsdown
431777,1424789323198,300506209632966,1.7512054,0.05316162,-0.596344,e,lgwatch,lgwatch_1,bike
104426,1424787704697,298887708126531,-0.005844116,-0.002380371,0.0028686523,e,lgwatch,lgwatch_1,sit
39114,1424781870275,293053285770680,-0.01902771,0.018814087,-0.009750366,d,lgwatch,lgwatch_1,stand
226316,1424697750942,208934551018853,-0.59410095,-0.02960205,-2.4572906,a,lgwatch,lgwatch_1,stairsup
303302,1424788687086,299870097388531,-3.1236725,-1.8779907,0.7334595,e,lgwatch,lgwatch_1,stairsdown
313516,1424786196074,297379085209297,0.7172699,-0.044036865,1.4384155,b,lgwatch,lgwatch_1,stairsup
118205,1424779551786,290734796638968,-0.8080597,0.08546448,0.04600525,f,lgwatch,lgwatch_1,sit
25157,1424782997111,15808258802000,0.391751,-0.7390272,-1.6048208,d,gear,gear_1,stairsup
191593,1424779914371,291097382568307,0.7692566,0.07485962,-1.207367,f,lgwatch,lgwatch_1,walk
